index	speaker	text	sentiment	sentiment val	movingave(5eachside)	movingave (10 sentence)	movingave
269	None	"They're pretending to be noncommittal, but I know they're not on my side."	  Negative	-1	-0.45455	-0.33333	-0.078307341
270	None	It's nearly time for me to say good-bye.	  Neutral	0	-0.36364	-0.33333	-0.078307341
271	None	I pick up my backpack and slip it over my shoulders.	  Negative	-1	-0.27273	-0.2381	0.016922659
272	None	"I've carried it any number of times, but now it feels so much heavier."	  Negative	-1	-0.27273	-0.2381	0.016922659
273	None	"Shikoku, I decide."	  Negative	-1	-0.45455	-0.28571	-0.030687341
274	None	That's where I'll go.	  Neutral	0	-0.45455	-0.33333	-0.078307341
275	None	"There's no particular reason it has to be Shikoku, only that studying the map I got the feeling that's where I should head."	  Neutral	0	-0.36364	-0.33333	-0.078307341
276	None	The more I look at the map--actually every time I study it--the more I feel Shikoku tugging at me.	  Positive	1	-0.27273	-0.33333	-0.078307341
277	None	"It's far south of Tokyo, separated from the mainland by water, with a warm climate."	  Neutral	0	-0.18182	-0.33333	-0.078307341
278	None	"I've never been there, have no friends or relatives there, so if somebody started looking for me--which I kind of doubt--Shikoku would be the last place they'd think of."	  Negative	-1	-0.18182	-0.42857	-0.173547341
279	None	I pick up the ticket I'd reserved at the counter and climb aboard the night bus.	  Negative	-1	-0.18182	-0.47619	-0.221167341
280	None	This is the cheapest way to get to Takamatsu--just a shade over ninety bucks.	  Neutral	0	-0.27273	-0.47619	-0.221167341
281	None	"Nobody pays me any attention, asks how old I am, or gives me a second look."	  Positive	1	-0.27273	-0.52381	-0.268787341
282	None	The bus driver mechanically checks my ticket.	  Neutral	0	-0.36364	-0.52381	-0.268787341
283	None	Only a third of the seats are taken.	  Negative	-1	-0.45455	-0.52381	-0.268787341
284	None	"Most passengers are traveling alone, like me, and the bus is strangely silent."	  Negative	-1	-0.54545	-0.52381	-0.268787341
285	None	"It's a long trip to Takamatsu, ten hours according to the schedule, and we'll be arriving early in the morning."	  Negative	-1	-0.54545	-0.52381	-0.268787341
286	None	But I don't mind.	  Neutral	0	-0.63636	-0.52381	-0.268787341
287	None	I've got plenty of time.	  Neutral	0	-0.81818	-0.52381	-0.268787341
288	None	"The bus pulls out of the station at eight, and I push my seat back."	  Negative	-1	-0.90909	-0.57143	-0.316407341
289	None	"No sooner do I settle down than my consciousness, like a battery that's lost its charge, starts to fade away, and I fall asleep."	  Very negative	-2	-0.90909	-0.52381	-0.268787341
290	None	Sometime in the middle of the night a hard rain begins to fall.	  Negative	-1	-0.81818	-0.47619	-0.221167341
291	None	"I wake up every once in a while, part the chintzy curtain at the window, and gaze out at the highway rushing by."	  Negative	-1	-0.72727	-0.52381	-0.268787341
292	None	"Raindrops beat against the glass, blurring streetlights alongside the road that stretch off into the distance at identical intervals like they were set down to measure the earth."	  Negative	-1	-0.63636	-0.52381	-0.268787341
293	None	A new light rushes up close and in an instant fades off behind us.	  Negative	-1	-0.72727	-0.52381	-0.268787341
294	None	I check my watch and see it's past midnight.	  Negative	-1	-0.63636	-0.47619	-0.221167341
295	None	"Automatically shoved to the front, my fifteenth birthday makes its appearance."	  Neutral	0	-0.45455	-0.42857	-0.173547341
296	None	"Hey, happy birthday, the boy named Crow says."	  Neutral	0	-0.45455	-0.4	-0.144977341
297	None	"Thanks, I reply."	  Positive	1	-0.27273	-0.35	-0.094977341
298	None	"The omen is still with me, though, like a shadow."	  Negative	-1	-0.18182	-0.35	-0.094977341
299	None	I check to make sure the wall around me is still in place.	  Neutral	0	-0.090909	-0.35	-0.094977341
300	None	Then I close the curtain and fall back asleep.	  Neutral	0	0	-0.25	0.005022659
301	None	" 2 T he following document, classified Top Secret by the U.S. Department of Defense, was released to the public in 1986 through the Freedom of Information Act."	  Negative	-1	0	-0.25	0.005022659
302	None	"The document is now kept in the National Archives in Washington, D.C., and can be accessed there."	  Positive	1	0.1	-0.2	0.055022659
303	None	The investigations recorded here were carried out under the direction of Major James P. Warren from March to April 1946.	  Neutral	0	0	-0.1	0.155022659
304	None	"The field investigation in [name deleted] County, Yamanashi Prefecture, was conducted by Second Lieutenant Robert O'Connor and Master Sergeant Harold Katayama."	  Neutral	0	0	-0.1	0.155022659
305	None	The interrogator in all interviews was Lt. O'Connor.	  Neutral	0	0	-0.05	0.205022659
306	None	Sgt.		NaN	-0.1	-0.1	0.155022659
307	None	"Katayama handled the Japanese interpreting, and Private William Cohen prepared the documents."	  Positive	1	0	-0.1	0.155022659
308	None	Interviews were conducted over a twelve-day period in the reception room of the [name deleted] Town town hall in Yamanashi Prefecture.	  Neutral	0	0	-0.25	0.005022659
309	None	"The following witnesses responded individually to Lt. O'Connor's questions: a female teacher at the [deleted] Town [deleted] County public school, a doctor residing in the same town, two patrolmen assigned to the local police precinct, and six children."	  Negative	-1	-0.1	-0.25	0.005022659
310	None	"The appended 1:10,000 and 1:2,000 maps of the area in question were provided by the Topographic Institute of the Ministry of Home Affairs."	  Neutral	0	-0.1	-0.2	0.055022659
311	None	"U.S. ARMY INTELLIGENCE SECTION (MIS) REPORT Dated: May 12, 1946 Title: Report on the Rice Bowl Hill Incident, 1944 Document Number: PTYX-722- 8936745-42213-WWN The following is a taped interview with Setsuko Okamochi (26), teacher in charge of the fourth-grade B class at the public school in [deleted] Town, [deleted] County."	  Negative	-1	-0.2	-0.2	0.055022659
312	None	Materials related to the interview can be accessed using application number PTYX-722-SQ-118.	  Neutral	0	-0.18182	-0.2	0.055022659
313	None	"Impressions of the interviewer, Lt. Robert O'Connor: Setsuko Okamochi is an attractive, petite woman."	  Positive	1	-0.45455	-0.3	-0.044977341
314	None	"Intelligent and responsible, she responded to the questions accurately and honestly."	  Negative	-1	-0.54545	-0.3	-0.044977341
315	None	"She still seems slightly in shock, though, from the incident."	  Neutral	0	-0.36364	-0.35	-0.094977341
316	None	"As she searched her memory she grew very tense at times, and whenever this happened she had a tendency to speak more slowly."	  Negative	-1	-0.36364	-0.4	-0.144977341
317	None	I think it must have been just after ten in the morning when I saw a silver light far up in the sky.	  Neutral	0	-0.36364	-0.38095	-0.125927341
318	None	A brilliant flash of silver.	  Very negative	-2	-0.45455	-0.42857	-0.173547341
319	None	"That's right, it was definitely light reflecting off something metal."	  Negative	-1	-0.54545	-0.42857	-0.173547341
320	None	That light moved very slowly in the sky from east to west.	  Positive	1	-0.54545	-0.42857	-0.173547341
321	None	We all thought it had to be a B-29.	  Neutral	0	-0.63636	-0.42857	-0.173547341
322	None	"It was directly above us, so to see it we had to look straight up."	  Negative	-1	-0.54545	-0.33333	-0.078307341
323	None	"It was a clear blue sky, and the light was so bright all we could see was that silver, duralumin-like object."	  Negative	-1	-0.54545	-0.38095	-0.125927341
324	None	"But we couldn't make out the shape, since it was too far up."	  Neutral	0	-0.36364	-0.47619	-0.221167341
325	None	"I assumed that they couldn't see us either, so we weren't afraid of being attacked or having bombs suddenly rain down on us."	  Negative	-1	-0.36364	-0.42857	-0.173547341
326	None	Dropping bombs in the mountains here would be pretty pointless anyway.	  Negative	-1	-0.45455	-0.47619	-0.221167341
327	None	"I figured the plane was on its way to bomb some large city somewhere, or maybe on its way back from a raid."	  Neutral	0	-0.36364	-0.42857	-0.173547341
328	None	So we kept on walking.	  Neutral	0	-0.36364	-0.42857	-0.173547341
329	None	All I thought was how that light had a strange beauty to it.	  Neutral	0	-0.36364	-0.33333	-0.078307341
330	None	"--According to military records no U.S. bombers or any other kind of aircraft were flying over that region at the time, that is, around ten a.m. on November 7, 1944."	  Negative	-1	-0.36364	-0.2381	0.016922659
331	None	"But I saw it clearly, and so did the sixteen children in my class."	  Neutral	0	-0.36364	-0.28571	-0.030687341
332	None	All of us thought it had to be a B-29.	  Positive	1	-0.27273	-0.28571	-0.030687341
333	None	"We'd all seen many formations of B-29s, and those are the only kind of planes that could possibly fly that high."	  Negative	-1	-0.27273	-0.2381	0.016922659
334	None	"There was a small airbase in our prefecture, and I'd occasionally seen Japanese planes flying, but they were all small and could never fly as high as what I saw."	  Negative	-1	-0.27273	-0.2381	0.016922659
335	None	"Besides, the way duralumin reflects light is different from other types of metal, and the only planes made out of that are B-29s."	  Neutral	0	-0.18182	-0.2381	0.016922659
336	None	"I did think it was a little strange, though, that it was a solo plane flying all by itself, not part of a formation."	  Negative	-1	-0.090909	-0.2381	0.016922659
337	None	#NAME?	  Neutral	0	-0.090909	-0.19048	0.064542659
338	None	"No, I was born in Hiroshima."	  Neutral	0	-0.18182	-0.2381	0.016922659
339	None	"I got married in 1941, and that's when I came here."	  Neutral	0	-0.18182	-0.2381	0.016922659
340	None	My husband was a music teacher in a junior high school in this prefecture.	  Positive	1	-0.090909	-0.2381	0.016922659
341	None	He was called up in 1943 and died fighting in Luzon in June of 1945.	  Neutral	0	-0.18182	-0.2381	0.016922659
342	None	"From what I heard later, he was guarding an ammunition dump just outside Manila when it was hit by American shells and blew up, killing him."	  Neutral	0	-0.090909	-0.28571	-0.030687341
343	None	We have no children.	  Neutral	0	-0.18182	-0.38095	-0.125927341
344	None	#NAME?	  Negative	-1	-0.18182	-0.33333	-0.078307341
345	None	"Sixteen all together, boys and girls."	  Neutral	0	-0.18182	-0.28571	-0.030687341
346	None	"Two were out sick, but other than that it was the entire class."	  Negative	-1	-0.36364	-0.33333	-0.078307341
347	None	Eight boys and eight girls.	  Neutral	0	-0.45455	-0.33333	-0.078307341
348	None	Five of them were children who'd been evacuated from Tokyo.	  Negative	-1	-0.54545	-0.33333	-0.078307341
349	None	We set out from the school at nine in the morning.	  Neutral	0	-0.54545	-0.33333	-0.078307341
350	None	"It was a typical school outing, so everyone carried canteens and lunches with them."	  Neutral	0	-0.45455	-0.38095	-0.125927341
351	None	We had nothing in particular we were planning to study; we were just going up into the hills to gather mushrooms and edible wild plants.	  Negative	-1	-0.54545	-0.47619	-0.221167341
352	None	"The area around where we lived was farmland, so we weren't that badly off in terms of food--which isn't to say we had plenty to eat."	  Negative	-1	-0.54545	-0.47619	-0.221167341
353	None	There was a strict rationing system in place and most of us were hungry all the time.	  Negative	-1	-0.54545	-0.47619	-0.221167341
354	None	So the children were encouraged to hunt for food wherever they could find it.	  Neutral	0	-0.45455	-0.52381	-0.268787341
355	None	"The country was at war, after all, and food took priority over studying."	  Neutral	0	-0.54545	-0.47619	-0.221167341
356	None	"Everyone went on this kind of school outing--outdoor study sessions, as they were called."	  Negative	-1	-0.63636	-0.52381	-0.268787341
357	None	"Since our school was surrounded by hills and woods, there were a lot of nice spots we used to go to."	  Negative	-1	-0.54545	-0.52381	-0.268787341
358	None	I think we were blessed in that sense.	  Neutral	0	-0.45455	-0.57143	-0.316407341
359	None	People in cities were all starving.	  Neutral	0	-0.45455	-0.57143	-0.316407341
360	None	Supply routes from Taiwan and the continent had been cut off by this time and urban areas were suffering terribly from a lack of food and fuel.	  Negative	-1	-0.45455	-0.61905	-0.364027341
361	None	#NAME?	  Negative	-1	-0.54545	-0.61905	-0.364027341
362	None	Did they get along well with the local children?	  Neutral	0	-0.54545	-0.61905	-0.364027341
363	None	In my class at least they did.	  Neutral	0	-0.54545	-0.57143	-0.316407341
364	None	"The environments the two groups grew up in, of course, were completely different--one way out in the country, the other in the heart of Tokyo."	  Negative	-1	-0.63636	-0.52381	-0.268787341
365	None	"They spoke differently, even dressed differently."	  Neutral	0	-0.72727	-0.57143	-0.316407341
366	None	"Most of the local kids were from poor farming families, while the majority of the Tokyo children had fathers who worked for companies or in the civil service."	  Negative	-1	-0.63636	-0.52381	-0.268787341
367	None	So I couldn't say they really understood each other.	  Negative	-1	-0.63636	-0.47619	-0.221167341
368	None	Especially in the beginning you could sense some tension between the two groups.	  Negative	-1	-0.63636	-0.42857	-0.173547341
369	None	"I'm not saying they bullied each other or got into fights, because they didn't."	  Negative	-1	-0.63636	-0.42857	-0.173547341
370	None	What I mean is one group didn't seem to understand what the other group was thinking.	  Negative	-1	-0.63636	-0.42857	-0.173547341
371	None	"So they tended to keep to themselves, the local kids with other local kids, the Tokyo children in their own little group."	  Neutral	0	-0.54545	-0.42857	-0.173547341
372	None	"This was only the first two months, though."	  Negative	-1	-0.45455	-0.38095	-0.125927341
373	None	After that they got along well.	  Neutral	0	-0.36364	-0.38095	-0.125927341
374	None	You know how it is.	  Neutral	0	-0.27273	-0.33333	-0.078307341
375	None	"When kids start playing together and get completely absorbed by whatever they're doing, they don't care about things like that anymore."	  Negative	-1	-0.18182	-0.2381	0.016922659
376	None	"--I'd like you to describe, in as much detail as you can, the spot where you took your class that day."	  Positive	1	-0.18182	-0.28571	-0.030687341
